,max length of binary vectors
12910,25812.846123307616
12911,25814.846011570404
12912,25816.846011570404
12913,25818.845899850494
12914,25820.845899850494
12915,25822.845788147886
12916,25824.845788147886
12917,25826.845676462573
12918,25828.845676462573
12919,25830.84556479455
12920,25832.84556479455
12921,25834.845453143807
12922,25836.845453143807
12923,25838.845341510343
12924,25840.845341510343
12925,25842.845229894156
12926,25844.845229894156
12927,25846.845118295238
12928,25848.845118295238
12929,25850.84500671358
12930,25852.84500671358
12931,25854.84489514918
12932,25856.84489514918
12933,25858.84478360203
12934,25860.84478360203
12935,25862.84467207213
12936,25864.84467207213
12937,25866.844560559468
12938,25868.844560559468
12939,25870.844449064047
12940,25872.844449064047
12941,25874.84433758585
12942,25876.84433758585
12943,25878.844226124886
12944,25880.844226124886
12945,25882.844114681135
12946,25884.844114681135
12947,25886.844003254602
12948,25888.844003254602
12949,25890.843891845278
12950,25892.843891845278
12951,25894.843780453157
12952,25896.843780453157
12953,25898.843669078236
12954,25900.843669078236
12955,25902.84355772051
12956,25904.84355772051
12957,25906.84344637997
12958,25908.84344637997
12959,25910.843335056612
12960,25912.843335056612
12961,25914.84322375043
12962,25916.84322375043
12963,25918.84311246143
12964,25920.84311246143
12965,25922.843001189587
12966,25924.843001189587
12967,25926.84288993491
12968,25928.84288993491
12969,25930.842778697384
12970,25932.842778697384
12971,25934.842667477016
12972,25936.842667477016
12973,25938.84255627379
12974,25940.84255627379
12975,25942.842445087706
12976,25944.842445087706
12977,25946.842333918758
12978,25948.842333918758
12979,25950.842222766936
12980,25952.842222766936
12981,25954.842111632242
12982,25956.842111632242
12983,25958.842000514665
12984,25960.842000514665
12985,25962.841889414205
12986,25964.841889414205
12987,25966.841778330854
12988,25968.841778330854
12989,25970.841667264605
12990,25972.841667264605
12991,25974.84155621545
12992,25976.84155621545
12993,25978.841445183396
12994,25980.841445183396
12995,25982.841334168425
12996,25984.841334168425
12997,25986.841223170537
12998,25988.841223170537
12999,25990.841112189726
13000,25992.841112189726
13001,25994.84100122599
13002,25996.84100122599
13003,25998.840890279316
13004,26000.840890279316
13005,26002.84077934971
13006,26004.84077934971
13007,26006.84066843715
13008,26008.84066843715
13009,26010.84055754165
13010,26012.84055754165
13011,26014.840446663195
13012,26016.840446663195
13013,26018.84033580178
13014,26020.84033580178
13015,26022.8402249574
13016,26024.8402249574
13017,26026.840114130046
13018,26028.840114130046
13019,26030.840003319718
13020,26032.840003319718
13021,26034.839892526412
13022,26036.839892526412
13023,26038.83978175012
13024,26040.83978175012
13025,26042.839670990837
13026,26044.839670990837
13027,26046.839560248558
13028,26048.839560248558
13029,26050.83944952328
13030,26052.83944952328
13031,26054.839338814993
13032,26056.839338814993
13033,26058.839228123692
13034,26060.839228123692
13035,26062.839117449377
13036,26064.839117449377
13037,26066.83900679204
13038,26068.83900679204
13039,26070.838896151676
13040,26072.838896151676
13041,26074.838785528278
13042,26076.838785528278
13043,26078.83867492184
13044,26080.83867492184
13045,26082.838564332364
13046,26084.838564332364
13047,26086.838453759836
13048,26088.838453759836
13049,26090.838343204254
13050,26092.838343204254
13051,26094.838232665617
13052,26096.838232665617
13053,26098.838122143912
13054,26100.838122143912
13055,26102.83801163914
13056,26104.83801163914
13057,26106.837901151295
13058,26108.837901151295
13059,26110.837790680373
13060,26112.837790680373
13061,26114.837680226367
13062,26116.837680226367
13063,26118.837569789262
13064,26120.837569789262
13065,26122.83745936907
13066,26124.83745936907
13067,26126.837348965775
13068,26128.837348965775
13069,26130.837238579377
13070,26132.837238579377
13071,26134.837128209867
13072,26136.837128209867
13073,26138.837017857244
13074,26140.837017857244
13075,26142.836907521498
13076,26144.836907521498
13077,26146.836797202624
13078,26148.836797202624
13079,26150.836686900624
13080,26152.836686900624
13081,26154.836576615486
13082,26156.836576615486
13083,26158.836466347206
13084,26160.836466347206
13085,26162.83635609578
13086,26164.83635609578
13087,26166.836245861203
13088,26168.836245861203
13089,26170.83613564347
13090,26172.83613564347
13091,26174.83602544257
13092,26176.83602544257
13093,26178.835915258504
13094,26180.835915258504
13095,26182.83580509127
13096,26184.83580509127
13097,26186.835694940855
13098,26188.835694940855
13099,26190.83558480726
13100,26192.83558480726
13101,26194.835474690473
13102,26196.835474690473
13103,26198.8353645905
13104,26200.8353645905
13105,26202.835254507325
13106,26204.835254507325
13107,26206.83514444095
13108,26208.83514444095
13109,26210.835034391363
13110,26212.835034391363
13111,26214.83492435856
13112,26216.83492435856
13113,26218.834814342546
13114,26220.834814342546
13115,26222.834704343306
13116,26224.834704343306
13117,26226.834594360836
13118,26228.834594360836
13119,26230.834484395134
13120,26232.834484395134
13121,26234.83437444619
13122,26236.83437444619
13123,26238.834264514007
13124,26240.834264514007
13125,26242.834154598568
13126,26244.834154598568
13127,26246.83404469988
13128,26248.83404469988
13129,26250.833934817932
13130,26252.833934817932
13131,26254.833824952722
13132,26256.833824952722
13133,26258.833715104236
13134,26260.833715104236
13135,26262.83360527248
13136,26264.83360527248
13137,26266.833495457446
13138,26268.833495457446
13139,26270.833385659123
13140,26272.833385659123
13141,26274.833275877514
13142,26276.833275877514
13143,26278.833166112607
13144,26280.833166112607
13145,26282.833056364398
13146,26284.833056364398
13147,26286.832946632887
13148,26288.832946632887
13149,26290.832836918067
13150,26292.832836918067
13151,26294.83272721993
13152,26296.83272721993
13153,26298.832617538475
13154,26300.832617538475
13155,26302.832507873693
13156,26304.832507873693
13157,26306.832398225582
13158,26308.832398225582
13159,26310.83228859413
13160,26312.83228859413
13161,26314.83217897934
13162,26316.83217897934
13163,26318.83206938121
13164,26320.83206938121
13165,26322.831959799725
13166,26324.831959799725
13167,26326.831850234885
13168,26328.831850234885
13169,26330.83174068668
13170,26332.83174068668
13171,26334.831631155113
13172,26336.831631155113
13173,26338.831521640175
13174,26340.831521640175
13175,26342.83141214186
13176,26344.83141214186
13177,26346.831302660168
13178,26348.831302660168
13179,26350.831193195085
13180,26352.831193195085
13181,26354.831083746612
13182,26356.831083746612
13183,26358.83097431474
13184,26360.83097431474
13185,26362.83086489947
13186,26364.83086489947
13187,26366.830755500796
13188,26368.830755500796
13189,26370.83064611871
13190,26372.83064611871
13191,26374.830536753205
13192,26376.830536753205
13193,26378.830427404282
13194,26380.830427404282
13195,26382.83031807193
13196,26384.83031807193
13197,26386.830208756146
13198,26388.830208756146
13199,26390.83009945693
13200,26392.83009945693
13201,26394.829990174265
13202,26396.829990174265
13203,26398.82988090816
13204,26400.82988090816
13205,26402.829771658602
13206,26404.829771658602
13207,26406.82966242559
13208,26408.82966242559
13209,26410.82955320911
13210,26412.82955320911
13211,26414.82944400917
13212,26416.82944400917
13213,26418.829334825754
13214,26420.829334825754
13215,26422.829225658865
13216,26424.829225658865
13217,26426.829116508492
13218,26428.829116508492
13219,26430.829007374632
13220,26432.829007374632
13221,26434.828898257285
13222,26436.828898257285
13223,26438.82878915644
13224,26440.82878915644
13225,26442.82868007209
13226,26444.82868007209
13227,26446.828571004233
13228,26448.828571004233
13229,26450.82846195287
13230,26452.82846195287
13231,26454.82835291799
13232,26456.82835291799
13233,26458.828243899585
13234,26460.828243899585
13235,26462.828134897652
13236,26464.828134897652
13237,26466.828025912193
13238,26468.828025912193
13239,26470.827916943195
13240,26472.827916943195
13241,26474.82780799066
13242,26476.82780799066
13243,26478.82769905457
13244,26480.82769905457
13245,26482.827590134933
13246,26484.827590134933
13247,26486.827481231743
13248,26488.827481231743
13249,26490.82737234499
13250,26492.82737234499
13251,26494.827263474668
13252,26496.827263474668
13253,26498.82715462078
13254,26500.82715462078
13255,26502.827045783313
13256,26504.827045783313
13257,26506.826936962265
13258,26508.826936962265
13259,26510.82682815763
13260,26512.82682815763
13261,26514.826719369405
13262,26516.826719369405
13263,26518.826610597585
13264,26520.826610597585
13265,26522.826501842166
13266,26524.826501842166
13267,26526.82639310314
13268,26528.82639310314
13269,26530.8262843805
13270,26532.8262843805
13271,26534.826175674247
13272,26536.826175674247
13273,26538.826066984373
13274,26540.826066984373
13275,26542.825958310874
13276,26544.825958310874
13277,26546.825849653746
13278,26548.825849653746
13279,26550.825741012977
13280,26552.825741012977
13281,26554.825632388573
13282,26556.825632388573
13283,26558.82552378052
13284,26560.82552378052
13285,26562.82541518882
13286,26564.82541518882
13287,26566.825306613464
13288,26568.825306613464
13289,26570.825198054452
13290,26572.825198054452
13291,26574.825089511767
13292,26576.825089511767
13293,26578.824980985417
13294,26580.824980985417
13295,26582.824872475394
13296,26584.824872475394
13297,26586.824763981687
13298,26588.824763981687
13299,26590.8246555043
13300,26592.8246555043
13301,26594.82454704322
13302,26596.82454704322
13303,26598.824438598444
13304,26600.824438598444
13305,26602.824330169973
13306,26604.824330169973
13307,26606.824221757797
13308,26608.824221757797
13309,26610.82411336191
13310,26612.82411336191
13311,26614.82400498231
13312,26616.82400498231
13313,26618.823896618993
13314,26620.823896618993
13315,26622.823788271948
13316,26624.823788271948
13317,26626.82367994118
13318,26628.82367994118
13319,26630.823571626675
13320,26632.823571626675
13321,26634.82346332843
13322,26636.82346332843
13323,26638.823355046447
13324,26640.823355046447
13325,26642.82324678071
13326,26644.82324678071
13327,26646.823138531225
13328,26648.823138531225
13329,26650.82303029798
13330,26652.82303029798
13331,26654.822922080974
13332,26656.822922080974
13333,26658.822813880193
13334,26660.822813880193
13335,26662.822705695646
13336,26664.822705695646
13337,26666.822597527324
13338,26668.822597527324
13339,26670.822489375212
13340,26672.822489375212
13341,26674.82238123932
13342,26676.82238123932
13343,26678.822273119633
13344,26680.822273119633
13345,26682.82216501615
13346,26684.82216501615
13347,26686.822056928864
13348,26688.822056928864
13349,26690.821948857774
13350,26692.821948857774
13351,26694.82184080287
13352,26696.82184080287
13353,26698.821732764147
13354,26700.821732764147
13355,26702.821624741606
13356,26704.821624741606
13357,26706.82151673524
13358,26708.82151673524
13359,26710.821408745047
13360,26712.821408745047
13361,26714.82130077101
13362,26716.82130077101
13363,26718.82119281314
13364,26720.82119281314
13365,26722.82108487142
13366,26724.82108487142
13367,26726.820976945848
13368,26728.820976945848
13369,26730.820869036426
13370,26732.820869036426
13371,26734.820761143143
13372,26736.820761143143
13373,26738.820653265997
13374,26740.820653265997
13375,26742.820545404975
13376,26744.820545404975
13377,26746.820437560084
13378,26748.820437560084
13379,26750.820329731316
13380,26752.820329731316
13381,26754.820221918657
13382,26756.820221918657
13383,26758.820114122114
13384,26760.820114122114
13385,26762.82000634168
13386,26764.82000634168
13387,26766.81989857734
13388,26768.81989857734
13389,26770.819790829104
13390,26772.819790829104
13391,26774.819683096957
13392,26776.819683096957
13393,26778.819575380898
13394,26780.819575380898
13395,26782.81946768092
13396,26784.81946768092
13397,26786.819359997022
13398,26788.819359997022
13399,26790.819252329195
13400,26792.819252329195
13401,26794.819144677436
13402,26796.819144677436
13403,26798.819037041743
13404,26800.819037041743
13405,26802.818929422105
13406,26804.818929422105
13407,26806.818821818524
13408,26808.818821818524
13409,26810.818714230987
13410,26812.818714230987
13411,26814.818606659497
13412,26816.818606659497
13413,26818.818499104047
13414,26820.818499104047
13415,26822.81839156463
13416,26824.81839156463
13417,26826.81828404124
13418,26828.81828404124
13419,26830.81817653388
13420,26832.81817653388
13421,26834.81806904254
13422,26836.81806904254
13423,26838.817961567212
13424,26840.817961567212
13425,26842.817854107896
13426,26844.817854107896
13427,26846.817746664587
13428,26848.817746664587
13429,26850.817639237277
13430,26852.817639237277
13431,26854.817531825967
13432,26856.817531825967
13433,26858.817424430646
13434,26860.817424430646
13435,26862.81731705131
13436,26864.81731705131
13437,26866.81720968796
13438,26868.81720968796
13439,26870.817102340585
13440,26872.817102340585
13441,26874.816995009183
13442,26876.816995009183
13443,26878.81688769375
13444,26880.81688769375
13445,26882.816780394278
13446,26884.816780394278
13447,26886.816673110763
13448,26888.816673110763
13449,26890.816565843204
13450,26892.816565843204
13451,26894.816458591595
13452,26896.816458591595
13453,26898.816351355927
13454,26900.816351355927
13455,26902.8162441362
13456,26904.8162441362
13457,26906.816136932408
13458,26908.816136932408
13459,26910.816029744543
13460,26912.816029744543
13461,26914.815922572605
13462,26916.815922572605
13463,26918.815815416587
13464,26920.815815416587
13465,26922.81570827649
13466,26924.81570827649
13467,26926.815601152295
13468,26928.815601152295
13469,26930.815494044014
13470,26932.815494044014
13471,26934.815386951628
13472,26936.815386951628
13473,26938.81527987514
13474,26940.81527987514
13475,26942.815172814546
13476,26944.815172814546
13477,26946.815065769842
13478,26948.815065769842
13479,26950.814958741015
13480,26952.814958741015
13481,26954.81485172807
13482,26956.81485172807
13483,26958.814744730997
13484,26960.814744730997
13485,26962.81463774979
13486,26964.81463774979
13487,26966.814530784446
13488,26968.814530784446
13489,26970.814423834967
13490,26972.814423834967
13491,26974.81431690134
13492,26976.81431690134
13493,26978.81420998356
13494,26980.81420998356
13495,26982.814103081626
13496,26984.814103081626
13497,26986.81399619553
13498,26988.81399619553
13499,26990.813889325276
13500,26992.813889325276
13501,26994.81378247085
13502,26996.81378247085
13503,26998.81367563225
13504,27000.81367563225
13505,27002.81356880947
13506,27004.81356880947
13507,27006.81346200251
13508,27008.81346200251
13509,27010.813355211358
13510,27012.813355211358
13511,27014.813248436018
13512,27016.813248436018
13513,27018.813141676474
13514,27020.813141676474
13515,27022.813034932733
13516,27024.813034932733
13517,27026.812928204785
13518,27028.812928204785
13519,27030.812821492626
13520,27032.812821492626
13521,27034.81271479625
13522,27036.81271479625
13523,27038.81260811565
13524,27040.81260811565
13525,27042.812501450833
13526,27044.812501450833
13527,27046.812394801782
13528,27048.812394801782
13529,27050.812288168498
13530,27052.812288168498
13531,27054.812181550973
13532,27056.812181550973
13533,27058.8120749492
13534,27060.8120749492
13535,27062.81196836318
13536,27064.81196836318
13537,27066.811861792914
13538,27068.811861792914
13539,27070.811755238385
13540,27072.811755238385
13541,27074.811648699593
13542,27076.811648699593
13543,27078.811542176532
13544,27080.811542176532
13545,27082.811435669202
13546,27084.811435669202
13547,27086.811329177595
13548,27088.811329177595
13549,27090.81122270171
13550,27092.81122270171
13551,27094.811116241537
13552,27096.811116241537
13553,27098.81100979707
13554,27100.81100979707
13555,27102.810903368314
13556,27104.810903368314
13557,27106.810796955255
13558,27108.810796955255
13559,27110.81069055789
13560,27112.81069055789
13561,27114.810584176223
13562,27116.810584176223
13563,27118.810477810235
13564,27120.810477810235
13565,27122.81037145993
13566,27124.81037145993
13567,27126.810265125307
13568,27128.810265125307
13569,27130.81015880635
13570,27132.81015880635
13571,27134.810052503068
13572,27136.810052503068
13573,27138.809946215442
13574,27140.809946215442
13575,27142.809839943482
13576,27144.809839943482
13577,27146.809733687172
13578,27148.809733687172
13579,27150.809627446513
13580,27152.809627446513
13581,27154.809521221498
13582,27156.809521221498
13583,27158.80941501212
13584,27160.80941501212
13585,27162.80930881838
13586,27164.80930881838
13587,27166.809202640274
13588,27168.809202640274
13589,27170.809096477795
13590,27172.809096477795
13591,27174.808990330934
13592,27176.808990330934
13593,27178.80888419969
13594,27180.80888419969
13595,27182.80877808406
13596,27184.80877808406
13597,27186.80867198404
13598,27188.80867198404
13599,27190.80856589962
13600,27192.80856589962
13601,27194.808459830805
13602,27196.808459830805
13603,27198.80835377758
13604,27200.80835377758
13605,27202.808247739944
13606,27204.808247739944
13607,27206.80814171789
13608,27208.80814171789
13609,27210.808035711423
13610,27212.808035711423
13611,27214.807929720533
13612,27216.807929720533
13613,27218.80782374521
13614,27220.80782374521
13615,27222.807717785457
13616,27224.807717785457
13617,27226.807611841265
13618,27228.807611841265
13619,27230.807505912628
13620,27232.807505912628
13621,27234.807399999547
13622,27236.807399999547
13623,27238.807294102015
13624,27240.807294102015
13625,27242.807188220024
13626,27244.807188220024
13627,27246.807082353575
13628,27248.807082353575
13629,27250.80697650266
13630,27252.80697650266
13631,27254.806870667275
13632,27256.806870667275
13633,27258.806764847417
13634,27260.806764847417
13635,27262.80665904308
13636,27264.80665904308
13637,27266.80655325426
13638,27268.80655325426
13639,27270.80644748095
13640,27272.80644748095
13641,27274.80634172315
13642,27276.80634172315
13643,27278.806235980854
13644,27280.806235980854
13645,27282.806130254052
13646,27284.806130254052
13647,27286.806024542748
13648,27288.806024542748
13649,27290.80591884693
13650,27292.80591884693
13651,27294.805813166597
13652,27296.805813166597
13653,27298.80570750175
13654,27300.80570750175
13655,27302.80560185237
13656,27304.80560185237
13657,27306.80549621847
13658,27308.80549621847
13659,27310.805390600035
13660,27312.805390600035
13661,27314.805284997055
13662,27316.805284997055
13663,27318.80517940954
13664,27320.80517940954
13665,27322.805073837477
13666,27324.805073837477
13667,27326.804968280863
13668,27328.804968280863
13669,27330.80486273969
13670,27332.80486273969
13671,27334.80475721396
13672,27336.80475721396
13673,27338.804651703664
13674,27340.804651703664
13675,27342.804546208798
13676,27344.804546208798
13677,27346.804440729356
13678,27348.804440729356
13679,27350.804335265337
13680,27352.804335265337
13681,27354.804229816735
13682,27356.804229816735
13683,27358.804124383547
13684,27360.804124383547
13685,27362.804018965762
13686,27364.804018965762
13687,27366.803913563388
13688,27368.803913563388
13689,27370.80380817641
13690,27372.80380817641
13691,27374.803702804827
13692,27376.803702804827
13693,27378.80359744863
13694,27380.80359744863
13695,27382.80349210782
13696,27384.80349210782
13697,27386.803386782398
13698,27388.803386782398
13699,27390.803281472345
13700,27392.803281472345
13701,27394.803176177666
13702,27396.803176177666
13703,27398.803070898357
13704,27400.803070898357
13705,27402.802965634408
13706,27404.802965634408
13707,27406.80286038582
13708,27408.80286038582
13709,27410.80275515258
13710,27412.80275515258
13711,27414.802649934696
13712,27416.802649934696
13713,27418.802544732156
13714,27420.802544732156
13715,27422.802439544954
13716,27424.802439544954
13717,27426.80233437309
13718,27428.80233437309
13719,27430.80222921656
13720,27432.80222921656
13721,27434.80212407535
13722,27436.80212407535
13723,27438.80201894947
13724,27440.80201894947
13725,27442.801913838906
13726,27444.801913838906
13727,27446.801808743658
13728,27448.801808743658
13729,27450.801703663717
13730,27452.801703663717
13731,27454.801598599082
13732,27456.801598599082
13733,27458.80149354975
13734,27460.80149354975
13735,27462.80138851571
13736,27464.80138851571
13737,27466.801283496963
13738,27468.801283496963
13739,27470.8011784935
13740,27472.8011784935
13741,27474.801073505325
13742,27476.801073505325
13743,27478.800968532425
13744,27480.800968532425
13745,27482.800863574797
13746,27484.800863574797
13747,27486.800758632442
13748,27488.800758632442
13749,27490.80065370535
13750,27492.80065370535
13751,27494.800548793522
13752,27496.800548793522
13753,27498.800443896944
13754,27500.800443896944
13755,27502.800339015623
13756,27504.800339015623
13757,27506.800234149545
13758,27508.800234149545
13759,27510.800129298714
13760,27512.800129298714
13761,27514.80002446312
13762,27516.80002446312
13763,27518.799919642755
13764,27520.799919642755
13765,27522.799814837625
13766,27524.799814837625
13767,27526.79971004772
13768,27528.79971004772
13769,27530.79960527303
13770,27532.79960527303
13771,27534.79950051356
13772,27536.79950051356
13773,27538.799395769303
13774,27540.799395769303
13775,27542.799291040254
13776,27544.799291040254
13777,27546.799186326403
13778,27548.799186326403
13779,27550.799081627756
13780,27552.799081627756
13781,27554.7989769443
13782,27556.7989769443
13783,27558.798872276035
13784,27560.798872276035
13785,27562.798767622953
13786,27564.798767622953
13787,27566.798662985057
13788,27568.798662985057
13789,27570.79855836233
13790,27572.79855836233
13791,27574.79845375478
13792,27576.79845375478
13793,27578.798349162396
13794,27580.798349162396
13795,27582.798244585174
13796,27584.798244585174
13797,27586.798140023115
13798,27588.798140023115
13799,27590.798035476208
13800,27592.798035476208
13801,27594.79793094445
13802,27596.79793094445
13803,27598.79782642784
13804,27600.79782642784
13805,27602.79772192637
13806,27604.79772192637
13807,27606.79761744004
13808,27608.79761744004
13809,27610.797512968835
13810,27612.797512968835
13811,27614.797408512764
13812,27616.797408512764
13813,27618.797304071813
13814,27620.797304071813
13815,27622.79719964599
13816,27624.79719964599
13817,27626.797095235273
13818,27628.797095235273
13819,27630.79699083967
13820,27632.79699083967
13821,27634.796886459175
13822,27636.796886459175
13823,27638.796782093777
13824,27640.796782093777
13825,27642.796677743478
13826,27644.796677743478
13827,27646.796573408275
13828,27648.796573408275
13829,27650.796469088156
13830,27652.796469088156
13831,27654.796364783128
13832,27656.796364783128
13833,27658.796260493174
13834,27660.796260493174
13835,27662.7961562183
13836,27664.7961562183
13837,27666.796051958496
13838,27668.796051958496
13839,27670.79594771376
13840,27672.79594771376
13841,27674.795843484084
13842,27676.795843484084
13843,27678.795739269466
13844,27680.795739269466
13845,27682.795635069906
13846,27684.795635069906
13847,27686.795530885393
13848,27688.795530885393
13849,27690.795426715926
13850,27692.795426715926
13851,27694.7953225615
13852,27696.7953225615
13853,27698.795218422107
13854,27700.795218422107
13855,27702.79511429775
13856,27704.79511429775
13857,27706.79501018842
13858,27708.79501018842
13859,27710.794906094114
13860,27712.794906094114
13861,27714.794802014825
13862,27716.794802014825
13863,27718.794697950554
13864,27720.794697950554
13865,27722.794593901293
13866,27724.794593901293
13867,27726.794489867036
13868,27728.794489867036
13869,27730.79438584778
13870,27732.79438584778
13871,27734.794281843526
13872,27736.794281843526
13873,27738.794177854263
13874,27740.794177854263
13875,27742.794073879988
13876,27744.794073879988
13877,27746.793969920698
13878,27748.793969920698
13879,27750.79386597639
13880,27752.79386597639
13881,27754.793762047055
13882,27756.793762047055
13883,27758.793658132694
13884,27760.793658132694
13885,27762.7935542333
13886,27764.7935542333
13887,27766.79345034887
13888,27768.79345034887
13889,27770.793346479397
13890,27772.793346479397
13891,27774.793242624877
13892,27776.793242624877
13893,27778.79313878531
13894,27780.79313878531
13895,27782.793034960687
13896,27784.793034960687
13897,27786.792931151005
13898,27788.792931151005
13899,27790.792827356265
13900,27792.792827356265
13901,27794.79272357645
13902,27796.79272357645
13903,27798.792619811567
13904,27800.792619811567
13905,27802.79251606161
13906,27804.79251606161
13907,27806.792412326573
13908,27808.792412326573
13909,27810.79230860645
13910,27812.79230860645
13911,27814.79220490124
13912,27816.79220490124
13913,27818.792101210936
13914,27820.792101210936
13915,27822.791997535533
13916,27824.791997535533
13917,27826.79189387503
13918,27828.79189387503
13919,27830.791790229425
13920,27832.791790229425
13921,27834.791686598706
13922,27836.791686598706
13923,27838.791582982874
13924,27840.791582982874
13925,27842.79147938192
13926,27844.79147938192
13927,27846.791375795852
13928,27848.791375795852
13929,27850.791272224647
13930,27852.791272224647
13931,27854.791168668315
13932,27856.791168668315
13933,27858.791065126847
13934,27860.791065126847
13935,27862.790961600243
13936,27864.790961600243
13937,27866.79085808849
13938,27868.79085808849
13939,27870.790754591588
13940,27872.790754591588
13941,27874.790651109535
13942,27876.790651109535
13943,27878.790547642326
13944,27880.790547642326
13945,27882.790444189955
13946,27884.790444189955
13947,27886.79034075242
13948,27888.79034075242
13949,27890.79023732971
13950,27892.79023732971
13951,27894.79013392183
13952,27896.79013392183
13953,27898.790030528773
13954,27900.790030528773
13955,27902.78992715053
13956,27904.78992715053
13957,27906.789823787105
13958,27908.789823787105
13959,27910.789720438486
13960,27912.789720438486
13961,27914.789617104674
13962,27916.789617104674
13963,27918.78951378566
13964,27920.78951378566
13965,27922.78941048144
13966,27924.78941048144
13967,27926.78930719202
13968,27928.78930719202
13969,27930.789203917382
13970,27932.789203917382
13971,27934.789100657526
13972,27936.789100657526
13973,27938.788997412456
13974,27940.788997412456
13975,27942.788894182155
13976,27944.788894182155
13977,27946.788790966624
13978,27948.788790966624
13979,27950.788687765868
13980,27952.788687765868
13981,27954.788584579866
13982,27956.788584579866
13983,27958.78848140863
13984,27960.78848140863
13985,27962.78837825214
13986,27964.78837825214
13987,27966.788275110404
13988,27968.788275110404
13989,27970.78817198341
13990,27972.78817198341
13991,27974.78806887116
13992,27976.78806887116
13993,27978.78796577365
13994,27980.78796577365
13995,27982.78786269087
13996,27984.78786269087
13997,27986.78775962282
13998,27988.78775962282
13999,27990.787656569493
14000,27992.787656569493
14001,27994.787553530885
14002,27996.787553530885
14003,27998.787450507
14004,28000.787450507
14005,28002.78734749782
14006,28004.78734749782
14007,28006.78724450335
14008,28008.78724450335
14009,28010.787141523582
14010,28012.787141523582
14011,28014.787038558512
14012,28016.787038558512
14013,28018.786935608143
14014,28020.786935608143
14015,28022.78683267246
14016,28024.78683267246
14017,28026.786729751468
14018,28028.786729751468
14019,28030.786626845154
14020,28032.786626845154
14021,28034.78652395352
14022,28036.78652395352
14023,28038.786421076562
14024,28040.786421076562
14025,28042.786318214272
14026,28044.786318214272
14027,28046.78621536665
14028,28048.78621536665
14029,28050.786112533686
14030,28052.786112533686
14031,28054.786009715383
14032,28056.786009715383
14033,28058.78590691173
14034,28060.78590691173
14035,28062.78580412273
14036,28064.78580412273
14037,28066.78570134837
14038,28068.78570134837
14039,28070.785598588656
14040,28072.785598588656
14041,28074.78549584357
14042,28076.78549584357
14043,28078.785393113125
14044,28080.785393113125
14045,28082.785290397307
14046,28084.785290397307
14047,28086.78518769611
14048,28088.78518769611
14049,28090.785085009535
14050,28092.785085009535
14051,28094.784982337576
14052,28096.784982337576
14053,28098.78487968023
14054,28100.78487968023
14055,28102.784777037486
14056,28104.784777037486
14057,28106.784674409348
14058,28108.784674409348
14059,28110.78457179581
14060,28112.78457179581
14061,28114.784469196868
14062,28116.784469196868
14063,28118.784366612515
14064,28120.784366612515
14065,28122.784264042748
14066,28124.784264042748
14067,28126.784161487565
14068,28128.784161487565
14069,28130.784058946963
14070,28132.784058946963
14071,28134.78395642093
14072,28136.78395642093
14073,28138.78385390947
14074,28140.78385390947
14075,28142.783751412575
14076,28144.783751412575
14077,28146.783648930243
14078,28148.783648930243
14079,28150.783546462466
14080,28152.783546462466
14081,28154.78344400925
14082,28156.78344400925
14083,28158.783341570575
14084,28160.783341570575
14085,28162.783239146447
14086,28164.783239146447
14087,28166.78313673686
14088,28168.78313673686
14089,28170.78303434181
14090,28172.78303434181
14091,28174.782931961294
14092,28176.782931961294
14093,28178.782829595308
14094,28180.782829595308
14095,28182.782727243844
14096,28184.782727243844
14097,28186.782624906904
14098,28188.782624906904
14099,28190.78252258448
14100,28192.78252258448
14101,28194.782420276562
14102,28196.782420276562
14103,28198.78231798316
14104,28200.78231798316
14105,28202.782215704257
14106,28204.782215704257
14107,28206.782113439855
14108,28208.782113439855
14109,28210.78201118995
14110,28212.78201118995
14111,28214.781908954537
14112,28216.781908954537
14113,28218.781806733612
14114,28220.781806733612
14115,28222.781704527166
14116,28224.781704527166
14117,28226.781602335206
14118,28228.781602335206
14119,28230.78150015772
14120,28232.78150015772
14121,28234.781397994702
14122,28236.781397994702
14123,28238.78129584615
14124,28240.78129584615
14125,28242.781193712064
14126,28244.781193712064
14127,28246.781091592435
14128,28248.781091592435
14129,28250.780989487263
14130,28252.780989487263
14131,28254.78088739654
14132,28256.78088739654
14133,28258.780785320265
14134,28260.780785320265
14135,28262.780683258432
14136,28264.780683258432
14137,28266.78058121104
14138,28268.78058121104
14139,28270.78047917808
14140,28272.78047917808
14141,28274.78037715955
14142,28276.78037715955
14143,28278.780275155445
14144,28280.780275155445
14145,28282.78017316576
14146,28284.78017316576
14147,28286.7800711905
14148,28288.7800711905
14149,28290.779969229647
14150,28292.779969229647
14151,28294.779867283207
14152,28296.779867283207
14153,28298.779765351173
14154,28300.779765351173
14155,28302.779663433543
14156,28304.779663433543
14157,28306.77956153031
14158,28308.77956153031
14159,28310.779459641468
14160,28312.779459641468
14161,28314.779357767016
14162,28316.779357767016
14163,28318.77925590695
14164,28320.77925590695
14165,28322.779154061267
14166,28324.779154061267
14167,28326.779052229962
14168,28328.779052229962
14169,28330.778950413027
14170,28332.778950413027
14171,28334.778848610462
14172,28336.778848610462
14173,28338.778746822263
14174,28340.778746822263
14175,28342.778645048424
14176,28344.778645048424
14177,28346.778543288943
14178,28348.778543288943
14179,28350.778441543815
14180,28352.778441543815
14181,28354.778339813034
