Quaternary String Length,RLL log2 of possible strands count
152,301.36615673971295
153,303.3485107923544
154,305.33086484499574
155,307.31321889763717
156,309.2955729502786
157,311.27792700292
158,313.2602810555614
159,315.2426351082028
160,317.22498916084425
161,319.2073432134857
162,321.18969726612704
163,323.17205131876847
164,325.1544053714099
165,327.13675942405126
166,329.1191134766927
167,331.1014675293341
168,333.08382158197554
169,335.0661756346169
170,337.04852968725834
171,339.03088373989976
172,341.0132377925412
173,342.99559184518256
174,344.977945897824
175,346.9602999504654
176,348.9426540031068
177,350.9250080557482
178,352.90736210838963
179,354.88971616103106
180,356.87207021367243
181,358.85442426631386
182,360.8367783189553
183,362.8191323715967
184,364.8014864242381
185,366.7838404768795
186,368.76619452952093
187,370.7485485821623
188,372.7309026348037
189,374.71325668744515
190,376.6956107400866
191,378.67796479272795
192,380.6603188453694
193,382.6426728980108
194,384.6250269506522
195,386.6073810032936
196,388.589735055935
197,390.57208910857645
198,392.5544431612178
199,394.53679721385924
200,396.51915126650067
201,398.5015053191421
202,400.48385937178347
203,402.4662134244249
204,404.4485674770663
205,406.43092152970775
206,408.4132755823491
207,410.39562963499054
208,412.37798368763197
209,414.36033774027334
210,416.34269179291476
211,418.3250458455562
212,420.3073998981976
213,422.289753950839
214,424.2721080034804
215,426.25446205612184
216,428.23681610876326
217,430.21917016140463
218,432.20152421404606
219,434.1838782666875
220,436.16623231932886
221,438.1485863719703
222,440.1309404246117
223,442.11329447725313
224,444.0956485298945
225,446.07800258253593
226,448.06035663517736
227,450.0427106878188
228,452.02506474046015
229,454.0074187931016
230,455.989772845743
231,457.9721268983844
232,459.9544809510258
233,461.9368350036672
234,463.91918905630865
235,465.90154310895
236,467.88389716159145
237,469.8662512142329
238,471.8486052668743
239,473.83095931951567
240,475.8133133721571
241,477.7956674247985
242,479.7780214774399
243,481.7603755300813
244,483.74272958272275
245,485.7250836353642
246,487.70743768800554
247,489.68979174064697
248,491.6721457932884
249,493.6544998459298
250,495.6368538985712
251,497.6192079512126
252,499.60156200385404
253,501.58391605649547
254,503.56627010913684
255,505.54862416177826
256,507.5309782144197
257,509.51333226706106
258,511.4956863197025
259,513.4780403723439
260,515.4603944249853
261,517.4427484776268
262,519.4251025302682
263,521.4074565829095
264,523.3898106355509
265,525.3721646881924
266,527.3545187408338
267,529.3368727934752
268,531.3192268461166
269,533.3015808987581
270,535.2839349513994
271,537.2662890040408
272,539.2486430566822
273,541.2309971093237
274,543.2133511619651
275,545.1957052146065
276,547.1780592672479
277,549.1604133198892
278,551.1427673725307
279,553.1251214251721
280,555.1074754778135
281,557.089829530455
282,559.0721835830964
283,561.0545376357378
284,563.0368916883792
285,565.0192457410205
286,567.001599793662
287,568.9839538463034
288,570.9663078989448
289,572.9486619515862
290,574.9310160042277
291,576.9133700568691
292,578.8957241095104
293,580.8780781621518
294,582.8604322147933
295,584.8427862674347
296,586.8251403200761
297,588.8074943727175
298,590.789848425359
299,592.7722024780003
300,594.7545565306417
301,596.7369105832831
302,598.7192646359246
303,600.701618688566
304,602.6839727412074
305,604.6663267938488
306,606.6486808464903
307,608.6310348991316
308,610.613388951773
309,612.5957430044144
310,614.5780970570559
311,616.5604511096973
312,618.5428051623387
313,620.5251592149801
314,622.5075132676214
315,624.4898673202629
316,626.4722213729043
317,628.4545754255457
318,630.4369294781872
319,632.4192835308286
320,634.40163758347
321,636.3839916361114
322,638.3663456887527
323,640.3486997413942
324,642.3310537940356
325,644.313407846677
326,646.2957618993184
327,648.2781159519599
328,650.2604700046013
329,652.2428240572426
330,654.225178109884
331,656.2075321625255
332,658.1898862151669
333,660.1722402678083
334,662.1545943204497
335,664.1369483730912
336,666.1193024257325
337,668.1016564783739
338,670.0840105310153
339,672.0663645836568
340,674.0487186362982
341,676.0310726889396
342,678.013426741581
343,679.9957807942225
344,681.9781348468638
345,683.9604888995052
346,685.9428429521466
347,687.9251970047881
348,689.9075510574295
349,691.8899051100709
350,693.8722591627123
351,695.8546132153537
352,697.8369672679951
353,699.8193213206365
354,701.8016753732779
355,703.7840294259194
356,705.7663834785608
357,707.7487375312022
358,709.7310915838435
359,711.713445636485
360,713.6957996891264
361,715.6781537417678
362,717.6605077944092
363,719.6428618470507
364,721.6252158996921
365,723.6075699523335
366,725.5899240049748
367,727.5722780576162
368,729.5546321102577
369,731.5369861628991
370,733.5193402155405
371,735.501694268182
372,737.4840483208234
373,739.4664023734647
374,741.4487564261061
375,743.4311104787475
376,745.413464531389
377,747.3958185840304
378,749.3781726366718
379,751.3605266893132
380,753.3428807419546
381,755.325234794596
382,757.3075888472374
383,759.2899428998788
384,761.2722969525203
385,763.2546510051617
386,765.2370050578031
387,767.2193591104445
388,769.2017131630859
389,771.1840672157273
390,773.1664212683687
391,775.1487753210101
392,777.1311293736516
393,779.113483426293
394,781.0958374789344
395,783.0781915315757
396,785.0605455842172
397,787.0428996368586
398,789.0252536895
399,791.0076077421414
400,792.9899617947829
401,794.9723158474243
402,796.9546699000656
403,798.937023952707
404,800.9193780053484
405,802.9017320579899
406,804.8840861106313
407,806.8664401632727
408,808.8487942159142
409,810.8311482685556
410,812.8135023211969
411,814.7958563738383
412,816.7782104264797
413,818.7605644791212
414,820.7429185317626
415,822.725272584404
416,824.7076266370455
417,826.6899806896868
418,828.6723347423282
419,830.6546887949696
420,832.637042847611
421,834.6193969002525
422,836.6017509528939
423,838.5841050055353
424,840.5664590581767
425,842.5488131108181
426,844.5311671634595
427,846.5135212161009
428,848.4958752687423
429,850.4782293213838
430,852.4605833740252
431,854.4429374266666
432,856.4252914793079
433,858.4076455319494
434,860.3899995845908
435,862.3723536372322
436,864.3547076898736
437,866.3370617425151
438,868.3194157951565
439,870.3017698477978
440,872.2841239004392
441,874.2664779530807
442,876.2488320057221
443,878.2311860583635
444,880.2135401110049
445,882.1958941636464
446,884.1782482162878
447,886.1606022689291
448,888.1429563215705
449,890.125310374212
450,892.1076644268534
451,894.0900184794948
452,896.0723725321362
453,898.0547265847777
454,900.037080637419
455,902.0194346900604
456,904.0017887427018
457,905.9841427953432
458,907.9664968479847
459,909.9488509006261
460,911.9312049532675
461,913.9135590059088
462,915.8959130585503
463,917.8782671111917
464,919.8606211638331
465,921.8429752164745
466,923.825329269116
467,925.8076833217574
468,927.7900373743988
469,929.7723914270401
470,931.7547454796816
471,933.737099532323
472,935.7194535849644
473,937.7018076376058
474,939.6841616902473
475,941.6665157428887
476,943.64886979553
477,945.6312238481714
478,947.6135779008129
479,949.5959319534543
480,951.5782860060957
481,953.5606400587371
482,955.5429941113786
483,957.5253481640199
484,959.5077022166613
485,961.4900562693027
486,963.4724103219442
487,965.4547643745856
488,967.437118427227
489,969.4194724798684
490,971.4018265325099
491,973.3841805851512
492,975.3665346377926
493,977.348888690434
494,979.3312427430754
495,981.3135967957169
496,983.2959508483583
497,985.2783049009997
498,987.260658953641
499,989.2430130062825
500,991.2253670589239
501,993.2077211115653
502,995.1900751642067
503,997.1724292168482
504,999.1547832694896
505,1001.1371373221309
506,1003.1194913747723
507,1005.1018454274138
508,1007.0841994800552
509,1009.0665535326966
510,1011.048907585338
511,1013.0312616379795
512,1015.0136156906209
513,1016.9959697432622
514,1018.9783237959036
515,1020.9606778485451
516,1022.9430319011865
517,1024.9253859538278
518,1026.9077400064693
519,1028.8900940591107
520,1030.8724481117522
521,1032.8548021643935
522,1034.837156217035
523,1036.8195102696764
524,1038.8018643223177
525,1040.7842183749592
526,1042.7665724276005
527,1044.748926480242
528,1046.7312805328834
529,1048.713634585525
530,1050.6959886381662
531,1052.6783426908075
532,1054.660696743449
533,1056.6430507960904
534,1058.625404848732
535,1060.6077589013732
536,1062.5901129540148
537,1064.572467006656
538,1066.5548210592976
539,1068.537175111939
540,1070.5195291645803
541,1072.5018832172218
542,1074.4842372698631
543,1076.4665913225047
544,1078.448945375146
545,1080.4312994277875
546,1082.4136534804288
547,1084.3960075330701
548,1086.3783615857117
549,1088.360715638353
550,1090.3430696909945
551,1092.3254237436358
552,1094.3077777962774
553,1096.2901318489187
554,1098.27248590156
555,1100.2548399542015
556,1102.2371940068429
557,1104.2195480594844
558,1106.2019021121257
559,1108.1842561647672
560,1110.1666102174086
561,1112.1489642700499
562,1114.1313183226914
563,1116.1136723753327
564,1118.0960264279743
565,1120.0783804806156
566,1122.0607345332571
567,1124.0430885858984
568,1126.0254426385397
569,1128.0077966911813
570,1129.9901507438226
571,1131.9725047964641
572,1133.9548588491054
573,1135.937212901747
574,1137.9195669543883
575,1139.9019210070296
576,1141.8842750596712
577,1143.8666291123125
578,1145.848983164954
579,1147.8313372175953
580,1149.8136912702369
581,1151.7960453228782
582,1153.7783993755197
583,1155.760753428161
584,1157.7431074808023
585,1159.7254615334439
586,1161.7078155860852
587,1163.6901696387267
588,1165.672523691368
589,1167.6548777440096
590,1169.637231796651
591,1171.6195858492922
592,1173.6019399019337
593,1175.584293954575
594,1177.5666480072166
595,1179.549002059858
596,1181.5313561124995
597,1183.5137101651408
598,1185.496064217782
599,1187.4784182704236
600,1189.460772323065
601,1191.4431263757065
602,1193.4254804283478
603,1195.4078344809893
604,1197.3901885336306
605,1199.372542586272
606,1201.3548966389135
607,1203.3372506915548
608,1205.3196047441963
609,1207.3019587968377
610,1209.2843128494792
611,1211.2666669021205
612,1213.2490209547618
613,1215.2313750074034
614,1217.2137290600447
615,1219.1960831126862
616,1221.1784371653275
617,1223.160791217969
618,1225.1431452706104
619,1227.1254993232517
620,1229.1078533758932
621,1231.0902074285345
622,1233.072561481176
623,1235.0549155338174
624,1237.037269586459
625,1239.0196236391002
626,1241.0019776917418
627,1242.984331744383
628,1244.9666857970244
629,1246.949039849666
630,1248.9313939023073
631,1250.9137479549488
632,1252.8961020075901
633,1254.8784560602317
634,1256.860810112873
635,1258.8431641655143
636,1260.8255182181558
637,1262.8078722707971
638,1264.7902263234387
639,1266.77258037608
640,1268.7549344287215
641,1270.7372884813628
642,1272.7196425340042
643,1274.7019965866457
644,1276.684350639287
645,1278.6667046919285
646,1280.6490587445699
647,1282.6314127972114
648,1284.6137668498527
649,1286.596120902494
650,1288.5784749551356
651,1290.5608290077769
652,1292.5431830604184
653,1294.5255371130597
654,1296.5078911657013
655,1298.4902452183426
656,1300.472599270984
657,1302.4549533236254
658,1304.4373073762667
659,1306.4196614289083
660,1308.4020154815496
661,1310.3843695341911
662,1312.3667235868324
663,1314.349077639474
664,1316.3314316921153
665,1318.3137857447566
666,1320.2961397973982
667,1322.2784938500395
668,1324.260847902681
669,1326.2432019553223
670,1328.2255560079639
671,1330.2079100606052
672,1332.1902641132465
673,1334.172618165888
674,1336.1549722185293
675,1338.1373262711709
676,1340.1196803238122
677,1342.1020343764537
678,1344.084388429095
679,1346.0667424817364
680,1348.049096534378
681,1350.0314505870192
682,1352.0138046396607
683,1353.996158692302
684,1355.9785127449436
685,1357.960866797585
686,1359.9432208502262
687,1361.9255749028678
688,1363.907928955509
689,1365.8902830081506
690,1367.872637060792
691,1369.8549911134335
692,1371.8373451660748
693,1373.819699218716
694,1375.8020532713576
695,1377.784407323999
696,1379.7667613766405
697,1381.7491154292818
698,1383.7314694819233
699,1385.7138235345647
700,1387.696177587206
701,1389.6785316398475
702,1391.6608856924888
703,1393.6432397451304
704,1395.6255937977717
705,1397.6079478504132
706,1399.5903019030545
707,1401.572655955696
708,1403.5550100083374
709,1405.5373640609787
710,1407.5197181136202
711,1409.5020721662615
712,1411.484426218903
713,1413.4667802715444
714,1415.449134324186
715,1417.4314883768272
716,1419.4138424294686
717,1421.39619648211
718,1423.3785505347514
719,1425.360904587393
720,1427.3432586400343
721,1429.3256126926758
722,1431.3079667453171
723,1433.2903207979584
724,1435.2726748506
725,1437.2550289032413
726,1439.2373829558828
727,1441.2197370085241
728,1443.2020910611657
729,1445.184445113807
730,1447.1667991664483
731,1449.1491532190898
732,1451.1315072717312
733,1453.1138613243727
734,1455.096215377014
735,1457.0785694296555
736,1459.0609234822969
737,1461.0432775349382
738,1463.0256315875797
739,1465.007985640221
740,1466.9903396928626
741,1468.9726937455039
742,1470.9550477981454
743,1472.9374018507867
744,1474.919755903428
745,1476.9021099560696
746,1478.884464008711
747,1480.8668180613524
748,1482.8491721139937
749,1484.8315261666353
750,1486.8138802192766
751,1488.7962342719181
752,1490.7785883245595
753,1492.7609423772008
754,1494.7432964298423
755,1496.7256504824836
756,1498.7080045351252
757,1500.6903585877665
758,1502.672712640408
759,1504.6550666930493
760,1506.6374207456906
761,1508.6197747983322
762,1510.6021288509735
763,1512.584482903615
764,1514.5668369562563
765,1516.5491910088979
766,1518.5315450615392
767,1520.5138991141805
768,1522.496253166822
769,1524.4786072194634
770,1526.460961272105
771,1528.4433153247462
772,1530.4256693773877
773,1532.408023430029
774,1534.3903774826704
775,1536.372731535312
776,1538.3550855879532
777,1540.3374396405948
778,1542.319793693236
779,1544.3021477458776
780,1546.284501798519
781,1548.2668558511602
782,1550.2492099038018
783,1552.231563956443
784,1554.2139180090846
785,1556.196272061726
786,1558.1786261143675
787,1560.1609801670088
788,1562.1433342196503
789,1564.1256882722917
790,1566.108042324933
791,1568.0903963775745
792,1570.0727504302158
793,1572.0551044828574
794,1574.0374585354987
795,1576.0198125881402
796,1578.0021666407815
797,1579.9845206934228
798,1581.9668747460644
799,1583.9492287987057
800,1585.9315828513472
801,1587.9139369039885
802,1589.89629095663
803,1591.8786450092714
804,1593.8609990619127
805,1595.8433531145542
806,1597.8257071671956
807,1599.808061219837
808,1601.7904152724784
809,1603.77276932512
810,1605.7551233777613
811,1607.7374774304026
812,1609.7198314830441
813,1611.7021855356854
814,1613.684539588327
815,1615.6668936409683
816,1617.6492476936098
817,1619.6316017462511
818,1621.6139557988924
819,1623.596309851534
820,1625.5786639041753
821,1627.5610179568168
822,1629.5433720094582
823,1631.5257260620997
824,1633.508080114741
825,1635.4904341673823
826,1637.4727882200239
827,1639.4551422726652
828,1641.4374963253067
829,1643.419850377948
830,1645.4022044305896
831,1647.3845584832309
832,1649.3669125358724
833,1651.3492665885137
834,1653.331620641155
835,1655.3139746937966
836,1657.296328746438
837,1659.2786827990794
838,1661.2610368517207
839,1663.2433909043623
840,1665.2257449570036
841,1667.208099009645
842,1669.1904530622865
843,1671.1728071149278
844,1673.1551611675693
845,1675.1375152202106
846,1677.1198692728522
847,1679.1022233254935
848,1681.0845773781348
849,1683.0669314307763
850,1685.0492854834176
851,1687.0316395360592
852,1689.0139935887005
853,1690.996347641342
854,1692.9787016939833
855,1694.9610557466247
856,1696.9434097992662
857,1698.9257638519075
858,1700.908117904549
859,1702.8904719571904
860,1704.872826009832
861,1706.8551800624732
862,1708.8375341151145
863,1710.819888167756
864,1712.8022422203974
865,1714.784596273039
866,1716.7669503256802
867,1718.7493043783218
868,1720.731658430963
869,1722.7140124836044
870,1724.696366536246
871,1726.6787205888872
872,1728.6610746415288
873,1730.64342869417
874,1732.6257827468116
875,1734.608136799453
876,1736.5904908520945
877,1738.5728449047358
878,1740.5551989573771
879,1742.5375530100187
880,1744.51990706266
881,1746.5022611153015
882,1748.4846151679428
883,1750.4669692205844
884,1752.4493232732257
885,1754.431677325867
886,1756.4140313785085
887,1758.3963854311498
888,1760.3787394837914
889,1762.3610935364327
890,1764.3434475890742
891,1766.3258016417155
892,1768.3081556943569
893,1770.2905097469984
894,1772.2728637996397
895,1774.2552178522812
896,1776.2375719049226
897,1778.219925957564
898,1780.2022800102054
899,1782.1846340628467
900,1784.1669881154883
901,1786.1493421681296
902,1788.1316962207711
903,1790.1140502734124
904,1792.096404326054
905,1794.0787583786953
906,1796.0611124313366
907,1798.0434664839781
908,1800.0258205366194
909,1802.008174589261
910,1803.9905286419023
911,1805.9728826945438
912,1807.9552367471852
913,1809.9375907998267
914,1811.919944852468
915,1813.9022989051093
916,1815.8846529577509
917,1817.8670070103922
918,1819.8493610630337
919,1821.831715115675
920,1823.8140691683166
921,1825.7964232209579
922,1827.7787772735992
923,1829.7611313262407
924,1831.743485378882
925,1833.7258394315236
926,1835.708193484165
927,1837.6905475368064
928,1839.6729015894477
929,1841.655255642089
930,1843.6376096947306
931,1845.619963747372
932,1847.6023178000135
933,1849.5846718526548
934,1851.5670259052963
935,1853.5493799579376
936,1855.531734010579
937,1857.5140880632205
938,1859.4964421158618
939,1861.4787961685033
940,1863.4611502211446
941,1865.4435042737862
942,1867.4258583264275
943,1869.4082123790688
944,1871.3905664317103
945,1873.3729204843517
946,1875.3552745369932
947,1877.3376285896345
948,1879.319982642276
949,1881.3023366949174
950,1883.2846907475587
951,1885.2670448002002
952,1887.2493988528415
953,1889.231752905483
954,1891.2141069581244
955,1893.196461010766
956,1895.1788150634072
957,1897.1611691160488
958,1899.14352316869
959,1901.1258772213314
960,1903.108231273973
961,1905.0905853266142
962,1907.0729393792558
963,1909.055293431897
964,1911.0376474845386
965,1913.02000153718
966,1915.0023555898213
967,1916.9847096424628
968,1918.9670636951041
969,1920.9494177477457
970,1922.931771800387
971,1924.9141258530285
972,1926.8964799056698
973,1928.8788339583111
974,1930.8611880109527
975,1932.843542063594
976,1934.8258961162355
977,1936.8082501688768
978,1938.7906042215184
979,1940.7729582741597
980,1942.755312326801
981,1944.7376663794425
982,1946.7200204320839
983,1948.7023744847254
984,1950.6847285373667
985,1952.6670825900082
986,1954.6494366426496
987,1956.6317906952909
988,1958.6141447479324
989,1960.5964988005737
990,1962.5788528532153
991,1964.5612069058566
992,1966.5435609584981
993,1968.5259150111394
994,1970.508269063781
995,1972.4906231164223
996,1974.4729771690636
997,1976.4553312217051
998,1978.4376852743464
999,1980.420039326988
1000,1982.4023933796293
1001,1984.3847474322708
1002,1986.3671014849122
1003,1988.3494555375535
1004,1990.331809590195
1005,1992.3141636428363
1006,1994.2965176954779
1007,1996.2788717481192
1008,1998.2612258007607
1009,2000.243579853402
1010,2002.2259339060433
1011,2004.2082879586849
1012,2006.1906420113262
1013,2008.1729960639677
1014,2010.155350116609
1015,2012.1377041692506
1016,2014.120058221892
1017,2016.1024122745332
1018,2018.0847663271747
1019,2020.067120379816
1020,2022.0494744324576
1021,2024.031828485099
1022,2026.0141825377405
1023,2027.9965365903818
1024,2029.978890643023
1025,2031.9612446956646
1026,2033.943598748306
1027,2035.9259528009475
1028,2037.9083068535888
1029,2039.8906609062303
1030,2041.8730149588716
1031,2043.855369011513
1032,2045.8377230641545
1033,2047.8200771167958
1034,2049.802431169437
1035,2051.784785222079
1036,2053.76713927472
1037,2055.7494933273615
1038,2057.731847380003
1039,2059.714201432644
1040,2061.696555485286
1041,2063.678909537927
1042,2065.6612635905685
1043,2067.64361764321
1044,2069.6259716958516
1045,2071.608325748493
1046,2073.5906798011342
1047,2075.5730338537755
1048,2077.555387906417
1049,2079.5377419590586
1050,2081.5200960117
1051,2083.5024500643412
1052,2085.4848041169826
1053,2087.467158169624
1054,2089.4495122222656
1055,2091.431866274907
1056,2093.4142203275483
1057,2095.3965743801896
1058,2097.3789284328313
1059,2099.3612824854727
1060,2101.343636538114
1061,2103.3259905907553
1062,2105.3083446433966
1063,2107.2906986960384
1064,2109.2730527486797
1065,2111.255406801321
1066,2113.2377608539623
1067,2115.220114906604
1068,2117.2024689592454
1069,2119.1848230118867
1070,2121.167177064528
1071,2123.1495311171693
1072,2125.131885169811
1073,2127.1142392224524
1074,2129.0965932750937
1075,2131.078947327735
1076,2133.0613013803763
1077,2135.043655433018
1078,2137.0260094856594
1079,2139.0083635383007
1080,2140.990717590942
1081,2142.973071643584
1082,2144.955425696225
1083,2146.9377797488664
1084,2148.9201338015077
1085,2150.902487854149
1086,2152.884841906791
1087,2154.867195959432
1088,2156.8495500120735
1089,2158.8319040647148
1090,2160.814258117356
1091,2162.796612169998
1092,2164.778966222639
1093,2166.7613202752805
1094,2168.743674327922
1095,2170.7260283805635
1096,2172.708382433205
1097,2174.690736485846
1098,2176.6730905384875
1099,2178.655444591129
1100,2180.6377986437706
1101,2182.620152696412
1102,2184.602506749053
1103,2186.5848608016945
1104,2188.5672148543363
1105,2190.5495689069776
1106,2192.531922959619
1107,2194.51427701226
1108,2196.4966310649015
1109,2198.4789851175433
1110,2200.4613391701846
1111,2202.443693222826
1112,2204.426047275467
1113,2206.4084013281085
1114,2208.3907553807503
1115,2210.3731094333916
1116,2212.355463486033
1117,2214.3378175386742
1118,2216.320171591316
1119,2218.3025256439573
1120,2220.2848796965986
1121,2222.26723374924
1122,2224.2495878018813
1123,2226.231941854523
1124,2228.2142959071643
1125,2230.1966499598057
1126,2232.179004012447
1127,2234.1613580650883
1128,2236.14371211773
1129,2238.1260661703714
1130,2240.1084202230127
1131,2242.090774275654
1132,2244.0731283282958
1133,2246.055482380937
1134,2248.0378364335784
1135,2250.0201904862197
1136,2252.002544538861
1137,2253.9848985915028
1138,2255.967252644144
1139,2257.9496066967854
1140,2259.9319607494267
1141,2261.9143148020685
1142,2263.89666885471
1143,2265.879022907351
1144,2267.8613769599924
1145,2269.8437310126337
1146,2271.8260850652755
1147,2273.808439117917
1148,2275.790793170558
1149,2277.7731472231994
1150,2279.7555012758407
1151,2281.7378553284825
1152,2283.720209381124
1153,2285.702563433765
1154,2287.6849174864064
1155,2289.667271539048
1156,2291.6496255916895
1157,2293.631979644331
1158,2295.614333696972
1159,2297.5966877496135
1160,2299.5790418022552
1161,2301.5613958548965
1162,2303.543749907538
1163,2305.526103960179
1164,2307.5084580128205
1165,2309.4908120654623
1166,2311.4731661181036
1167,2313.455520170745
1168,2315.437874223386
1169,2317.420228276028
1170,2319.4025823286693
1171,2321.3849363813106
1172,2323.367290433952
1173,2325.349644486593
1174,2327.331998539235
1175,2329.3143525918763
1176,2331.2967066445176
1177,2333.279060697159
1178,2335.2614147498
1179,2337.243768802442
1180,2339.2261228550833
1181,2341.2084769077246
1182,2343.190830960366
1183,2345.1731850130077
1184,2347.155539065649
1185,2349.1378931182903
1186,2351.1202471709316
1187,2353.102601223573
1188,2355.0849552762147
1189,2357.067309328856
1190,2359.0496633814973
1191,2361.0320174341387
1192,2363.0143714867804
1193,2364.9967255394217
1194,2366.979079592063
1195,2368.9614336447044
1196,2370.9437876973457
1197,2372.9261417499874
1198,2374.9084958026287
1199,2376.89084985527
1200,2378.8732039079114
1201,2380.8555579605527
1202,2382.8379120131945
1203,2384.8202660658358
1204,2386.802620118477
1205,2388.7849741711184
1206,2390.76732822376
1207,2392.7496822764015
1208,2394.732036329043
1209,2396.714390381684
1210,2398.6967444343254
1211,2400.679098486967
1212,2402.6614525396085
1213,2404.64380659225
1214,2406.626160644891
1215,2408.6085146975324
1216,2410.590868750174
1217,2412.5732228028155
1218,2414.555576855457
1219,2416.537930908098
1220,2418.52028496074
1221,2420.502639013381
1222,2422.4849930660225
1223,2424.467347118664
1224,2426.449701171305
1225,2428.432055223947
1226,2430.4144092765882
1227,2432.3967633292295
1228,2434.379117381871
1229,2436.3614714345126
1230,2438.343825487154
1231,2440.3261795397952
1232,2442.3085335924366
1233,2444.290887645078
1234,2446.2732416977196
1235,2448.255595750361
1236,2450.2379498030023
1237,2452.2203038556436
1238,2454.202657908285
1239,2456.1850119609267
1240,2458.167366013568
1241,2460.1497200662093
1242,2462.1320741188506
1243,2464.1144281714924
1244,2466.0967822241337
1245,2468.079136276775
1246,2470.0614903294163
1247,2472.0438443820576
1248,2474.0261984346994
1249,2476.0085524873407
1250,2477.990906539982
1251,2479.9732605926233
1252,2481.9556146452646
1253,2483.9379686979064
1254,2485.9203227505477
1255,2487.902676803189
1256,2489.8850308558303
1257,2491.867384908472
1258,2493.8497389611134
1259,2495.8320930137547
1260,2497.814447066396
1261,2499.7968011190374
1262,2501.779155171679
1263,2503.7615092243204
1264,2505.7438632769617
1265,2507.726217329603
1266,2509.708571382245
1267,2511.690925434886
1268,2513.6732794875275
1269,2515.6556335401688
1270,2517.63798759281
1271,2519.620341645452
1272,2521.602695698093
1273,2523.5850497507345
1274,2525.567403803376
1275,2527.549757856017
1276,2529.532111908659
1277,2531.5144659613
1278,2533.4968200139415
1279,2535.479174066583
1280,2537.4615281192246
1281,2539.443882171866
1282,2541.426236224507
1283,2543.4085902771485
1284,2545.39094432979
1285,2547.3732983824316
1286,2549.355652435073
1287,2551.338006487714
1288,2553.3203605403555
1289,2555.302714592997
1290,2557.2850686456386
1291,2559.26742269828
1292,2561.2497767509212
1293,2563.2321308035625
1294,2565.2144848562043
1295,2567.1968389088456
1296,2569.179192961487
1297,2571.1615470141282
1298,2573.1439010667696
1299,2575.1262551194113
1300,2577.1086091720526
1301,2579.090963224694
1302,2581.0733172773353
1303,2583.0556713299766
1304,2585.0380253826183
1305,2587.0203794352597
1306,2589.002733487901
1307,2590.9850875405423
1308,2592.967441593184
1309,2594.9497956458254
1310,2596.9321496984667
1311,2598.914503751108
