Final Quaternary Strand Length,3-RLL and Knuth,3-RLL and Knuth with Skips,3-RLL and Knuth by blocks
3772,427.0,423.0,224.0
3773,427.0,423.0,224.0
3774,427.0,423.0,224.0
3775,427.0,423.0,224.0
3776,427.0,423.0,224.0
3777,427.0,423.0,225.0
3778,427.0,423.0,225.0
3779,427.0,423.0,225.0
3780,427.0,423.0,225.0
3781,427.0,423.0,225.0
3782,427.0,423.0,225.0
3783,427.0,423.0,225.0
3784,427.0,424.0,225.0
3785,427.0,425.0,225.0
3786,427.0,425.0,225.0
3787,427.0,425.0,225.0
3788,428.0,425.0,225.0
3789,429.0,425.0,225.0
3790,429.0,425.0,225.0
3791,429.0,425.0,225.0
3792,429.0,425.0,225.0
3793,429.0,425.0,225.0
3794,429.0,425.0,226.0
3795,429.0,425.0,226.0
3796,429.0,425.0,226.0
3797,429.0,425.0,226.0
3798,429.0,425.0,226.0
3799,429.0,425.0,226.0
3800,429.0,425.0,226.0
3801,429.0,425.0,226.0
3802,429.0,426.0,226.0
3803,429.0,427.0,226.0
3804,429.0,427.0,226.0
3805,429.0,427.0,226.0
3806,430.0,427.0,226.0
3807,431.0,427.0,226.0
3808,431.0,427.0,226.0
3809,431.0,427.0,226.0
3810,431.0,427.0,226.0
3811,431.0,427.0,227.0
3812,431.0,427.0,227.0
3813,431.0,427.0,227.0
3814,431.0,427.0,227.0
3815,431.0,427.0,227.0
3816,431.0,427.0,227.0
3817,431.0,427.0,227.0
3818,431.0,427.0,227.0
3819,431.0,427.0,227.0
3820,431.0,428.0,227.0
3821,431.0,429.0,227.0
3822,431.0,429.0,227.0
3823,431.0,429.0,227.0
3824,432.0,429.0,227.0
3825,433.0,429.0,227.0
3826,433.0,429.0,227.0
3827,433.0,429.0,227.0
3828,433.0,429.0,228.0
3829,433.0,429.0,228.0
3830,433.0,429.0,228.0
3831,433.0,429.0,228.0
3832,433.0,429.0,228.0
3833,433.0,429.0,228.0
3834,433.0,429.0,228.0
3835,433.0,429.0,228.0
3836,433.0,429.0,228.0
3837,433.0,429.0,228.0
3838,433.0,430.0,228.0
3839,433.0,431.0,228.0
3840,433.0,431.0,228.0
3841,433.0,431.0,228.0
3842,434.0,431.0,228.0
3843,435.0,431.0,228.0
3844,435.0,431.0,228.0
3845,435.0,431.0,229.0
3846,435.0,431.0,229.0
3847,435.0,431.0,229.0
3848,435.0,431.0,229.0
3849,435.0,431.0,229.0
3850,435.0,431.0,229.0
3851,435.0,431.0,229.0
3852,435.0,431.0,229.0
3853,435.0,431.0,229.0
3854,435.0,431.0,229.0
3855,435.0,431.0,229.0
3856,435.0,432.0,229.0
3857,435.0,433.0,229.0
3858,435.0,433.0,229.0
3859,435.0,433.0,229.0
3860,436.0,433.0,229.0
3861,437.0,433.0,229.0
3862,437.0,433.0,230.0
3863,437.0,433.0,230.0
3864,437.0,433.0,230.0
3865,437.0,433.0,230.0
3866,437.0,433.0,230.0
3867,437.0,433.0,230.0
3868,437.0,433.0,230.0
3869,437.0,433.0,230.0
3870,437.0,433.0,230.0
3871,437.0,433.0,230.0
3872,437.0,433.0,230.0
3873,437.0,433.0,230.0
3874,437.0,434.0,230.0
3875,437.0,435.0,230.0
3876,437.0,435.0,230.0
3877,437.0,435.0,230.0
3878,438.0,435.0,230.0
3879,439.0,435.0,231.0
3880,439.0,435.0,231.0
3881,439.0,435.0,231.0
3882,439.0,435.0,231.0
3883,439.0,435.0,231.0
3884,439.0,435.0,231.0
3885,439.0,435.0,231.0
3886,439.0,435.0,231.0
3887,439.0,435.0,231.0
3888,439.0,435.0,231.0
3889,439.0,435.0,231.0
3890,439.0,435.0,231.0
3891,439.0,435.0,231.0
3892,439.0,436.0,231.0
3893,439.0,437.0,231.0
3894,439.0,437.0,231.0
3895,439.0,437.0,231.0
3896,440.0,437.0,232.0
3897,441.0,437.0,232.0
3898,441.0,437.0,232.0
3899,441.0,437.0,232.0
3900,441.0,437.0,232.0
3901,441.0,437.0,232.0
3902,441.0,437.0,232.0
3903,441.0,437.0,232.0
3904,441.0,437.0,232.0
3905,441.0,437.0,232.0
3906,441.0,437.0,232.0
3907,441.0,437.0,232.0
3908,441.0,437.0,232.0
3909,441.0,437.0,232.0
3910,441.0,438.0,232.0
3911,441.0,439.0,232.0
3912,441.0,439.0,232.0
3913,441.0,439.0,233.0
3914,442.0,439.0,233.0
3915,443.0,439.0,233.0
3916,443.0,439.0,233.0
3917,443.0,439.0,233.0
3918,443.0,439.0,233.0
3919,443.0,439.0,233.0
3920,443.0,439.0,233.0
3921,443.0,439.0,233.0
3922,443.0,439.0,233.0
3923,443.0,439.0,233.0
3924,443.0,439.0,233.0
3925,443.0,439.0,233.0
3926,443.0,439.0,233.0
3927,443.0,439.0,233.0
3928,443.0,440.0,233.0
3929,443.0,441.0,233.0
3930,443.0,441.0,234.0
3931,443.0,441.0,234.0
3932,444.0,441.0,234.0
3933,445.0,441.0,234.0
3934,445.0,441.0,234.0
3935,445.0,441.0,234.0
3936,445.0,441.0,234.0
3937,445.0,441.0,234.0
3938,445.0,441.0,234.0
3939,445.0,441.0,234.0
3940,445.0,441.0,234.0
3941,445.0,441.0,234.0
3942,445.0,441.0,234.0
3943,445.0,441.0,234.0
3944,445.0,441.0,234.0
3945,446.0,441.0,234.0
3946,446.0,442.0,234.0
3947,446.0,443.0,235.0
3948,446.0,443.0,235.0
3949,446.0,443.0,235.0
3950,446.0,443.0,235.0
3951,447.0,443.0,235.0
3952,448.0,443.0,235.0
3953,448.0,443.0,235.0
3954,448.0,443.0,235.0
3955,448.0,443.0,235.0
3956,448.0,443.0,235.0
3957,448.0,443.0,235.0
3958,448.0,443.0,235.0
3959,448.0,443.0,235.0
3960,448.0,443.0,235.0
3961,448.0,443.0,235.0
3962,448.0,443.0,235.0
3963,448.0,443.0,235.0
3964,448.0,444.0,236.0
3965,448.0,445.0,236.0
3966,448.0,445.0,236.0
3967,448.0,445.0,236.0
3968,448.0,445.0,236.0
3969,449.0,445.0,236.0
3970,450.0,445.0,236.0
3971,450.0,445.0,236.0
3972,450.0,445.0,236.0
3973,450.0,445.0,236.0
3974,450.0,445.0,236.0
3975,450.0,445.0,236.0
3976,450.0,445.0,236.0
3977,450.0,445.0,236.0
3978,450.0,445.0,236.0
3979,450.0,445.0,236.0
3980,450.0,445.0,236.0
3981,450.0,445.0,237.0
3982,450.0,446.0,237.0
3983,450.0,447.0,237.0
3984,450.0,447.0,237.0
3985,450.0,447.0,237.0
3986,450.0,447.0,237.0
3987,451.0,447.0,237.0
3988,452.0,447.0,237.0
3989,452.0,447.0,237.0
3990,452.0,447.0,237.0
3991,452.0,447.0,237.0
3992,452.0,447.0,237.0
3993,452.0,447.0,237.0
3994,452.0,447.0,237.0
3995,452.0,447.0,237.0
3996,452.0,447.0,237.0
3997,452.0,447.0,237.0
3998,452.0,447.0,238.0
3999,452.0,447.0,238.0
4000,452.0,448.0,238.0
4001,452.0,449.0,238.0
4002,452.0,449.0,238.0
4003,452.0,449.0,238.0
4004,452.0,449.0,238.0
4005,453.0,449.0,238.0
4006,454.0,449.0,238.0
4007,454.0,449.0,238.0
4008,454.0,449.0,238.0
4009,454.0,449.0,238.0
4010,454.0,449.0,238.0
4011,454.0,449.0,238.0
4012,454.0,449.0,238.0
4013,454.0,449.0,238.0
4014,454.0,449.0,238.0
4015,454.0,449.0,239.0
4016,454.0,449.0,239.0
4017,454.0,449.0,239.0
4018,454.0,450.0,239.0
4019,454.0,451.0,239.0
4020,454.0,451.0,239.0
4021,454.0,451.0,239.0
4022,454.0,451.0,239.0
4023,455.0,451.0,239.0
4024,456.0,451.0,239.0
4025,456.0,451.0,239.0
4026,456.0,451.0,239.0
4027,456.0,451.0,239.0
4028,456.0,451.0,239.0
4029,456.0,451.0,239.0
4030,456.0,451.0,239.0
4031,456.0,451.0,239.0
4032,456.0,451.0,240.0
4033,456.0,451.0,240.0
4034,456.0,451.0,240.0
4035,456.0,451.0,240.0
4036,456.0,452.0,240.0
4037,456.0,453.0,240.0
4038,456.0,453.0,240.0
4039,456.0,453.0,240.0
4040,456.0,453.0,240.0
4041,457.0,453.0,240.0
4042,458.0,453.0,240.0
4043,458.0,453.0,240.0
4044,458.0,453.0,240.0
4045,458.0,453.0,240.0
4046,458.0,453.0,240.0
4047,458.0,453.0,240.0
4048,458.0,453.0,240.0
4049,458.0,453.0,241.0
4050,458.0,453.0,241.0
4051,458.0,453.0,241.0
4052,458.0,453.0,241.0
4053,458.0,453.0,241.0
4054,458.0,454.0,241.0
4055,458.0,455.0,241.0
4056,458.0,455.0,241.0
4057,458.0,455.0,241.0
4058,458.0,455.0,241.0
4059,459.0,455.0,241.0
4060,460.0,455.0,241.0
4061,460.0,455.0,241.0
4062,460.0,455.0,241.0
4063,460.0,455.0,241.0
4064,460.0,455.0,241.0
4065,460.0,455.0,241.0
4066,460.0,455.0,242.0
4067,460.0,455.0,242.0
4068,460.0,455.0,242.0
4069,460.0,455.0,242.0
4070,460.0,455.0,242.0
4071,460.0,455.0,242.0
4072,460.0,456.0,242.0
4073,460.0,457.0,242.0
4074,460.0,457.0,242.0
4075,460.0,457.0,242.0
4076,460.0,457.0,242.0
4077,461.0,457.0,242.0
4078,462.0,457.0,242.0
4079,462.0,457.0,242.0
4080,462.0,457.0,242.0
4081,462.0,457.0,242.0
4082,462.0,457.0,242.0
4083,462.0,457.0,243.0
4084,462.0,457.0,243.0
4085,462.0,457.0,243.0
4086,462.0,457.0,243.0
4087,462.0,457.0,243.0
4088,462.0,457.0,243.0
4089,462.0,457.0,243.0
4090,462.0,458.0,243.0
4091,462.0,459.0,243.0
4092,462.0,459.0,243.0
4093,462.0,459.0,243.0
4094,462.0,459.0,243.0
4095,463.0,459.0,243.0
4096,464.0,459.0,243.0
4097,464.0,459.0,243.0
4098,464.0,459.0,243.0
4099,464.0,459.0,243.0
4100,464.0,459.0,244.0
4101,464.0,459.0,244.0
4102,464.0,459.0,244.0
4103,464.0,459.0,244.0
4104,464.0,459.0,244.0
4105,464.0,459.0,244.0
4106,464.0,459.0,244.0
4107,464.0,459.0,244.0
4108,464.0,460.0,244.0
4109,464.0,461.0,244.0
4110,464.0,461.0,244.0
4111,464.0,461.0,244.0
4112,464.0,461.0,244.0
4113,465.0,461.0,244.0
4114,466.0,461.0,244.0
4115,466.0,461.0,244.0
4116,466.0,461.0,244.0
4117,466.0,461.0,245.0
4118,466.0,461.0,245.0
4119,466.0,461.0,245.0
4120,466.0,461.0,245.0
4121,466.0,461.0,245.0
4122,466.0,461.0,245.0
4123,466.0,461.0,245.0
4124,466.0,461.0,245.0
4125,466.0,461.0,245.0
4126,466.0,462.0,245.0
4127,466.0,463.0,245.0
4128,466.0,463.0,245.0
4129,466.0,463.0,245.0
4130,466.0,463.0,245.0
4131,467.0,463.0,245.0
4132,468.0,463.0,245.0
4133,468.0,463.0,245.0
4134,468.0,463.0,246.0
4135,468.0,463.0,246.0
4136,468.0,463.0,246.0
4137,468.0,463.0,246.0
4138,468.0,463.0,246.0
4139,468.0,463.0,246.0
4140,468.0,463.0,246.0
4141,468.0,463.0,246.0
4142,468.0,463.0,246.0
4143,468.0,463.0,246.0
4144,468.0,464.0,246.0
4145,468.0,465.0,246.0
4146,468.0,465.0,246.0
4147,468.0,465.0,246.0
4148,468.0,465.0,246.0
4149,469.0,465.0,246.0
4150,470.0,465.0,246.0
4151,470.0,465.0,247.0
4152,470.0,465.0,247.0
4153,470.0,465.0,247.0
4154,470.0,465.0,247.0
4155,470.0,465.0,247.0
4156,470.0,465.0,247.0
4157,470.0,465.0,247.0
4158,470.0,465.0,247.0
4159,470.0,465.0,247.0
4160,470.0,465.0,247.0
4161,470.0,465.0,247.0
4162,470.0,466.0,247.0
4163,470.0,467.0,247.0
4164,470.0,467.0,247.0
4165,470.0,467.0,247.0
4166,470.0,467.0,247.0
4167,471.0,467.0,247.0
4168,472.0,467.0,248.0
4169,472.0,467.0,248.0
4170,472.0,467.0,248.0
4171,472.0,467.0,248.0
4172,472.0,467.0,248.0
4173,472.0,467.0,248.0
4174,472.0,467.0,248.0
4175,472.0,467.0,248.0
4176,472.0,467.0,248.0
4177,472.0,467.0,248.0
4178,472.0,467.0,248.0
4179,472.0,467.0,248.0
4180,472.0,468.0,248.0
4181,472.0,469.0,248.0
4182,472.0,469.0,248.0
4183,472.0,469.0,248.0
4184,472.0,469.0,248.0
4185,473.0,469.0,249.0
4186,474.0,469.0,249.0
4187,474.0,469.0,249.0
4188,474.0,469.0,249.0
4189,474.0,469.0,249.0
4190,474.0,469.0,249.0
4191,474.0,469.0,249.0
4192,474.0,469.0,249.0
4193,474.0,469.0,249.0
4194,474.0,469.0,249.0
4195,474.0,469.0,249.0
4196,474.0,469.0,249.0
4197,474.0,469.0,249.0
4198,474.0,470.0,249.0
4199,474.0,471.0,249.0
4200,474.0,471.0,249.0
4201,474.0,471.0,249.0
4202,474.0,471.0,250.0
4203,475.0,471.0,250.0
4204,476.0,471.0,250.0
4205,476.0,471.0,250.0
4206,476.0,471.0,250.0
4207,476.0,471.0,250.0
4208,476.0,471.0,250.0
4209,476.0,471.0,250.0
4210,476.0,471.0,250.0
4211,476.0,471.0,250.0
4212,476.0,471.0,250.0
4213,476.0,471.0,250.0
4214,476.0,471.0,250.0
4215,476.0,471.0,250.0
4216,476.0,472.0,250.0
4217,476.0,473.0,250.0
4218,476.0,473.0,250.0
4219,476.0,473.0,251.0
4220,476.0,473.0,251.0
4221,477.0,473.0,251.0
4222,478.0,473.0,251.0
4223,478.0,473.0,251.0
4224,478.0,473.0,251.0
4225,478.0,473.0,251.0
4226,478.0,473.0,251.0
4227,478.0,473.0,251.0
4228,478.0,473.0,251.0
4229,478.0,473.0,251.0
4230,478.0,473.0,251.0
4231,478.0,473.0,251.0
4232,478.0,473.0,251.0
4233,478.0,473.0,251.0
4234,478.0,474.0,251.0
4235,478.0,475.0,251.0
4236,478.0,475.0,252.0
4237,478.0,475.0,252.0
4238,478.0,475.0,252.0
4239,479.0,475.0,252.0
4240,480.0,475.0,252.0
4241,480.0,475.0,252.0
4242,480.0,475.0,252.0
4243,480.0,475.0,252.0
4244,480.0,475.0,252.0
4245,480.0,475.0,252.0
4246,480.0,475.0,252.0
4247,480.0,475.0,252.0
4248,480.0,475.0,252.0
4249,480.0,475.0,252.0
4250,480.0,475.0,252.0
4251,480.0,475.0,252.0
4252,480.0,476.0,252.0
4253,480.0,477.0,253.0
4254,480.0,477.0,253.0
4255,480.0,477.0,253.0
4256,480.0,477.0,253.0
4257,481.0,477.0,253.0
4258,482.0,477.0,253.0
4259,482.0,477.0,253.0
4260,482.0,477.0,253.0
4261,482.0,477.0,253.0
4262,482.0,477.0,253.0
4263,482.0,477.0,253.0
4264,482.0,477.0,253.0
4265,482.0,477.0,253.0
4266,482.0,477.0,253.0
4267,482.0,477.0,253.0
4268,482.0,477.0,253.0
4269,482.0,477.0,253.0
4270,482.0,478.0,254.0
4271,482.0,479.0,254.0
4272,482.0,479.0,254.0
4273,482.0,479.0,254.0
4274,482.0,479.0,254.0
4275,483.0,479.0,254.0
4276,484.0,479.0,254.0
4277,484.0,479.0,254.0
4278,484.0,479.0,254.0
4279,484.0,479.0,254.0
4280,484.0,479.0,254.0
4281,484.0,479.0,254.0
4282,484.0,479.0,254.0
4283,484.0,479.0,254.0
4284,484.0,479.0,254.0
4285,484.0,479.0,254.0
4286,484.0,479.0,254.0
4287,484.0,479.0,255.0
4288,484.0,480.0,255.0
4289,484.0,481.0,255.0
4290,484.0,481.0,255.0
4291,484.0,481.0,255.0
4292,484.0,481.0,255.0
4293,485.0,481.0,255.0
4294,486.0,481.0,255.0
4295,486.0,481.0,255.0
4296,486.0,481.0,255.0
4297,486.0,481.0,255.0
4298,486.0,481.0,255.0
4299,486.0,481.0,255.0
4300,486.0,481.0,255.0
4301,486.0,481.0,255.0
4302,486.0,481.0,255.0
4303,486.0,481.0,255.0
4304,486.0,481.0,256.0
4305,486.0,481.0,256.0
4306,486.0,482.0,256.0
4307,486.0,483.0,256.0
4308,486.0,483.0,256.0
4309,486.0,483.0,256.0
4310,486.0,483.0,256.0
4311,487.0,483.0,256.0
4312,488.0,483.0,256.0
4313,488.0,483.0,256.0
4314,488.0,483.0,256.0
4315,488.0,483.0,256.0
4316,488.0,483.0,256.0
4317,488.0,483.0,256.0
4318,488.0,483.0,256.0
4319,488.0,483.0,256.0
4320,488.0,483.0,256.0
4321,488.0,483.0,257.0
4322,488.0,483.0,257.0
4323,488.0,483.0,257.0
4324,488.0,484.0,257.0
4325,488.0,485.0,257.0
4326,488.0,485.0,257.0
4327,488.0,485.0,257.0
4328,488.0,485.0,257.0
4329,489.0,485.0,257.0
4330,490.0,485.0,257.0
4331,490.0,485.0,257.0
4332,490.0,485.0,257.0
4333,490.0,485.0,257.0
4334,490.0,485.0,257.0
4335,490.0,485.0,257.0
4336,490.0,485.0,257.0
4337,490.0,485.0,257.0
4338,490.0,485.0,258.0
4339,490.0,485.0,258.0
4340,490.0,485.0,258.0
4341,490.0,485.0,258.0
4342,490.0,486.0,258.0
4343,490.0,487.0,258.0
4344,490.0,487.0,258.0
4345,490.0,487.0,258.0
4346,490.0,487.0,258.0
4347,491.0,487.0,258.0
4348,492.0,487.0,258.0
4349,492.0,487.0,258.0
4350,492.0,487.0,258.0
4351,492.0,487.0,258.0
4352,492.0,487.0,258.0
4353,492.0,487.0,258.0
4354,492.0,487.0,258.0
4355,492.0,487.0,259.0
4356,492.0,487.0,259.0
4357,492.0,487.0,259.0
4358,492.0,487.0,259.0
4359,492.0,487.0,259.0
4360,492.0,488.0,259.0
4361,492.0,489.0,259.0
4362,492.0,489.0,259.0
4363,492.0,489.0,259.0
4364,492.0,489.0,259.0
4365,493.0,489.0,259.0
4366,494.0,489.0,259.0
4367,494.0,489.0,259.0
4368,494.0,489.0,259.0
4369,494.0,489.0,259.0
4370,494.0,489.0,259.0
4371,494.0,489.0,259.0
4372,494.0,489.0,260.0
4373,494.0,489.0,260.0
4374,494.0,489.0,260.0
4375,494.0,489.0,260.0
4376,494.0,489.0,260.0
4377,494.0,489.0,260.0
4378,494.0,490.0,260.0
4379,494.0,491.0,260.0
4380,494.0,491.0,260.0
4381,494.0,491.0,260.0
4382,494.0,491.0,260.0
4383,495.0,491.0,260.0
4384,496.0,491.0,260.0
4385,496.0,491.0,260.0
4386,496.0,491.0,260.0
4387,496.0,491.0,260.0
4388,496.0,491.0,260.0
4389,496.0,491.0,261.0
4390,496.0,491.0,261.0
4391,496.0,491.0,261.0
4392,496.0,491.0,261.0
4393,496.0,491.0,261.0
4394,496.0,491.0,261.0
4395,496.0,491.0,261.0
4396,496.0,492.0,261.0
4397,496.0,493.0,261.0
4398,496.0,493.0,261.0
4399,496.0,493.0,261.0
4400,496.0,493.0,261.0
4401,497.0,493.0,261.0
4402,498.0,493.0,261.0
4403,498.0,493.0,261.0
4404,498.0,493.0,261.0
4405,498.0,493.0,261.0
4406,498.0,493.0,262.0
4407,498.0,493.0,262.0
4408,498.0,493.0,262.0
4409,498.0,493.0,262.0
4410,498.0,493.0,262.0
4411,498.0,493.0,262.0
4412,498.0,493.0,262.0
4413,498.0,493.0,262.0
4414,498.0,494.0,262.0
4415,498.0,495.0,262.0
4416,498.0,495.0,262.0
4417,498.0,495.0,262.0
4418,498.0,495.0,262.0
4419,499.0,495.0,262.0
4420,500.0,495.0,262.0
4421,500.0,495.0,262.0
4422,500.0,495.0,262.0
4423,500.0,495.0,263.0
4424,500.0,495.0,263.0
4425,500.0,495.0,263.0
4426,500.0,495.0,263.0
4427,500.0,495.0,263.0
4428,500.0,495.0,263.0
4429,500.0,495.0,263.0
4430,500.0,495.0,263.0
4431,500.0,495.0,263.0
4432,500.0,496.0,263.0
4433,500.0,497.0,263.0
4434,500.0,497.0,263.0
4435,500.0,497.0,263.0
4436,500.0,497.0,263.0
4437,501.0,497.0,263.0
4438,502.0,497.0,263.0
4439,502.0,497.0,263.0
4440,502.0,497.0,264.0
4441,502.0,497.0,264.0
4442,502.0,497.0,264.0
4443,502.0,497.0,264.0
4444,502.0,497.0,264.0
4445,502.0,497.0,264.0
4446,502.0,497.0,264.0
4447,502.0,497.0,264.0
4448,502.0,497.0,264.0
4449,502.0,497.0,264.0
4450,502.0,498.0,264.0
4451,502.0,499.0,264.0
4452,502.0,499.0,264.0
4453,502.0,499.0,264.0
4454,502.0,499.0,264.0
4455,503.0,499.0,264.0
4456,504.0,499.0,264.0
4457,504.0,499.0,265.0
4458,504.0,499.0,265.0
4459,504.0,499.0,265.0
4460,504.0,499.0,265.0
4461,504.0,499.0,265.0
4462,504.0,499.0,265.0
4463,504.0,499.0,265.0
4464,504.0,499.0,265.0
4465,504.0,499.0,265.0
4466,504.0,499.0,265.0
4467,504.0,499.0,265.0
4468,504.0,500.0,265.0
4469,504.0,501.0,265.0
4470,504.0,501.0,265.0
4471,504.0,501.0,265.0
4472,504.0,501.0,265.0
4473,505.0,501.0,265.0
4474,506.0,501.0,266.0
4475,506.0,501.0,266.0
4476,506.0,501.0,266.0
4477,506.0,501.0,266.0
4478,506.0,501.0,266.0
4479,506.0,501.0,266.0
4480,506.0,501.0,266.0
4481,506.0,501.0,266.0
4482,506.0,501.0,266.0
4483,506.0,501.0,266.0
4484,506.0,501.0,266.0
4485,506.0,501.0,266.0
4486,506.0,502.0,266.0
4487,506.0,503.0,266.0
4488,506.0,503.0,266.0
4489,506.0,503.0,266.0
4490,506.0,503.0,266.0
4491,507.0,503.0,267.0
4492,508.0,503.0,267.0
4493,508.0,503.0,267.0
4494,508.0,503.0,267.0
4495,508.0,503.0,267.0
4496,508.0,503.0,267.0
4497,508.0,503.0,267.0
4498,508.0,503.0,267.0
4499,508.0,503.0,267.0
4500,508.0,503.0,267.0
4501,508.0,503.0,267.0
4502,508.0,503.0,267.0
4503,508.0,503.0,267.0
4504,508.0,504.0,267.0
4505,508.0,505.0,267.0
4506,508.0,505.0,267.0
4507,508.0,505.0,267.0
4508,508.0,505.0,268.0
4509,509.0,505.0,268.0
4510,510.0,505.0,268.0
4511,510.0,505.0,268.0
4512,510.0,505.0,268.0
4513,510.0,505.0,268.0
4514,510.0,505.0,268.0
4515,510.0,505.0,268.0
4516,510.0,505.0,268.0
4517,510.0,505.0,268.0
4518,510.0,505.0,268.0
4519,510.0,505.0,268.0
4520,510.0,505.0,268.0
4521,510.0,505.0,268.0
4522,510.0,506.0,268.0
4523,510.0,507.0,268.0
4524,510.0,507.0,268.0
4525,510.0,507.0,269.0
4526,510.0,507.0,269.0
4527,511.0,507.0,269.0
4528,512.0,507.0,269.0
4529,512.0,507.0,269.0
4530,512.0,507.0,269.0
4531,512.0,507.0,269.0
4532,512.0,507.0,269.0
4533,512.0,507.0,269.0
4534,512.0,507.0,269.0
4535,512.0,507.0,269.0
4536,512.0,507.0,269.0
4537,512.0,507.0,269.0
4538,512.0,507.0,269.0
4539,512.0,507.0,269.0
4540,512.0,508.0,269.0
4541,512.0,509.0,269.0
4542,512.0,509.0,270.0
4543,512.0,509.0,270.0
4544,512.0,509.0,270.0
4545,513.0,509.0,270.0
4546,514.0,509.0,270.0
4547,514.0,509.0,270.0
4548,514.0,509.0,270.0
4549,514.0,509.0,270.0
4550,514.0,509.0,270.0
4551,514.0,509.0,270.0
4552,514.0,509.0,270.0
4553,514.0,509.0,270.0
4554,514.0,509.0,270.0
4555,514.0,509.0,270.0
4556,514.0,509.0,270.0
4557,514.0,509.0,270.0
4558,514.0,510.0,270.0
4559,514.0,511.0,271.0
4560,514.0,511.0,271.0
4561,514.0,511.0,271.0
4562,514.0,511.0,271.0
4563,515.0,511.0,271.0
4564,516.0,511.0,271.0
4565,516.0,511.0,271.0
4566,516.0,511.0,271.0
4567,516.0,511.0,271.0
4568,516.0,511.0,271.0
4569,516.0,511.0,271.0
4570,516.0,511.0,271.0
4571,516.0,511.0,271.0
4572,516.0,511.0,271.0
4573,516.0,511.0,271.0
4574,516.0,511.0,271.0
4575,516.0,511.0,271.0
4576,516.0,512.0,272.0
4577,516.0,513.0,272.0
4578,516.0,513.0,272.0
4579,516.0,513.0,272.0
4580,516.0,513.0,272.0
4581,517.0,513.0,272.0
4582,518.0,513.0,272.0
4583,518.0,513.0,272.0
4584,518.0,513.0,272.0
4585,518.0,513.0,272.0
4586,518.0,513.0,272.0
4587,518.0,513.0,272.0
4588,518.0,513.0,272.0
4589,518.0,513.0,272.0
4590,518.0,513.0,272.0
4591,518.0,513.0,272.0
4592,518.0,513.0,272.0
4593,518.0,513.0,273.0
4594,518.0,514.0,273.0
4595,518.0,515.0,273.0
4596,518.0,515.0,273.0
4597,518.0,515.0,273.0
4598,518.0,515.0,273.0
4599,519.0,515.0,273.0
4600,520.0,515.0,273.0
4601,520.0,515.0,273.0
4602,520.0,515.0,273.0
4603,520.0,515.0,273.0
4604,520.0,515.0,273.0
4605,520.0,515.0,273.0
4606,520.0,515.0,273.0
4607,520.0,515.0,273.0
4608,520.0,515.0,273.0
4609,520.0,515.0,273.0
4610,520.0,515.0,274.0
4611,520.0,515.0,274.0
4612,520.0,516.0,274.0
4613,520.0,517.0,274.0
4614,520.0,517.0,274.0
4615,520.0,517.0,274.0
4616,520.0,517.0,274.0
4617,521.0,517.0,274.0
4618,522.0,517.0,274.0
4619,522.0,517.0,274.0
4620,522.0,517.0,274.0
4621,522.0,517.0,274.0
4622,522.0,517.0,274.0
4623,522.0,517.0,274.0
4624,522.0,517.0,274.0
4625,522.0,517.0,274.0
4626,522.0,517.0,274.0
4627,522.0,517.0,275.0
4628,522.0,517.0,275.0
4629,522.0,517.0,275.0
4630,522.0,518.0,275.0
4631,522.0,519.0,275.0
4632,522.0,519.0,275.0
4633,522.0,519.0,275.0
4634,522.0,519.0,275.0
4635,523.0,519.0,275.0
4636,524.0,519.0,275.0
4637,524.0,519.0,275.0
4638,524.0,519.0,275.0
4639,524.0,519.0,275.0
4640,524.0,519.0,275.0
4641,524.0,519.0,275.0
4642,524.0,519.0,275.0
4643,524.0,519.0,275.0
4644,524.0,519.0,276.0
4645,524.0,519.0,276.0
4646,524.0,519.0,276.0
4647,524.0,519.0,276.0
4648,524.0,520.0,276.0
4649,524.0,521.0,276.0
4650,524.0,521.0,276.0
4651,524.0,521.0,276.0
4652,524.0,521.0,276.0
4653,525.0,521.0,276.0
4654,526.0,521.0,276.0
4655,526.0,521.0,276.0
4656,526.0,521.0,276.0
4657,526.0,521.0,276.0
4658,526.0,521.0,276.0
4659,526.0,521.0,276.0
4660,526.0,521.0,276.0
4661,526.0,521.0,277.0
4662,526.0,521.0,277.0
4663,526.0,521.0,277.0
4664,526.0,521.0,277.0
4665,526.0,521.0,277.0
4666,526.0,522.0,277.0
4667,526.0,523.0,277.0
4668,526.0,523.0,277.0
4669,526.0,523.0,277.0
4670,526.0,523.0,277.0
4671,527.0,523.0,277.0
4672,528.0,523.0,277.0
4673,528.0,523.0,277.0
4674,528.0,523.0,277.0
4675,528.0,523.0,277.0
4676,528.0,523.0,277.0
4677,528.0,523.0,277.0
4678,528.0,523.0,278.0
4679,528.0,523.0,278.0
4680,528.0,523.0,278.0
4681,528.0,523.0,278.0
4682,528.0,523.0,278.0
4683,528.0,523.0,278.0
4684,528.0,524.0,278.0
4685,528.0,525.0,278.0
4686,528.0,525.0,278.0
4687,528.0,525.0,278.0
4688,528.0,525.0,278.0
4689,529.0,525.0,278.0
4690,530.0,525.0,278.0
4691,530.0,525.0,278.0
4692,530.0,525.0,278.0
4693,530.0,525.0,278.0
4694,530.0,525.0,278.0
4695,530.0,525.0,279.0
4696,530.0,525.0,279.0
4697,530.0,525.0,279.0
4698,530.0,525.0,279.0
4699,530.0,525.0,279.0
4700,530.0,525.0,279.0
